"","fte_pollster_name","pollster","id","type","date","confidenceInterval","sampleSize","marginError","partisan","spread.name","spread.affiliation","spread.value","spread.color","updated","link","data_start_date","data_end_date","pollster_type","name","affiliation","value","color","Biden","Sanders","Warren","Bloomberg","Buttigieg","Klobuchar","Harris","O'Rourke","Yang","Gabbard","Booker","Steyer","Bennet","Patrick","Delaney","Castro","Williamson","Bullock","Sestak","Messam","Ryan","de Blasio","Gillibrand","Inslee","Hickenlooper","Moulton","Swalwell","Gravel","Brown","Holder","Clinton","McAuliffe","Pollster.Rating.ID","X..of.Polls","NCPP...AAPOR...Roper","Live.Caller.With.Cellphones","Methodology","Banned.by.538","Historical.Advanced.Plus.Minus","Predictive....Plus.Minus","X538.Grade","Mean.Reverted.Bias","Races.Called.Correctly","Misses.Outside.MOE","Simple.Average.Error","Simple.Expected.Error","Simple.Plus.Minus","Advanced.Plus.Minus","Mean.Reverted.Advanced.Plus.Minus","Predictive.Plus.Minus","X..of.Polls.for.Bias.Analysis","Bias","Mean.Reverted.Bias.1","House.Effect","Average.Distance.from.Polling.Average..ADPA.","Herding.Penalty"
"149","Morning Consult","Politico/Morning Consult","120806","poll","2/4 - 2/10","","11627 RV","1.0","",Biden,,+7.0,#009900,2019-06-08 11:22:07,"https://morningconsult.com/wp-content/uploads/2019/02/Morning-Consult_Political-Intelligence_2.12.19.pdf",2019-02-04,2019-02-10,"1","Biden","","+7.0","#009900",29,22.0, 8, 2,NA, 3,13, 7,NA, 1, 5,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA, 2,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"100","Monmouth University","Monmouth","120702","poll","1/25 - 1/27","","313 RV","5.5","",Biden,,+13.0,#009900,2019-03-06 10:01:59,"https://www.monmouth.edu/polling-institute/reports/monmouthpoll_US_020419/",2019-01-25,2019-01-27,"1","Biden","","+13.0","#009900",29,16.0, 8, 4, 0, 2,11, 7,NA, 1, 4,NA,NA,NA, 0, 1,NA,NA,NA,NA,NA,NA, 1, 0, 1,NA,NA,NA, 1,NA,NA, 0,215,100,"yes","yes","Live","no",-1.9,-1.5,"A+","D +1.3","80%","21%",5.2,6.5,-1.1,-1.9,-1.6,-1.5, 70,"D +1.8","D +1.3","R +0.5",5.1,0.20
"158","Morning Consult","Politico/Morning Consult","120598","poll","1/25 - 1/27","","685 RV","4.0","",Biden,,+18.0,#009900,2019-01-30 09:07:37,"https://morningconsult.com/wp-content/uploads/2019/01/190156_crosstabs_POLITICO_RVs_v1_ML.pdf",2019-01-25,2019-01-27,"1","Biden","","+18.0","#009900",33,15.0, 6, 2,NA, 1,10, 6,NA, 0, 3,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA, 1,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"117","Morning Consult","Politico/Morning Consult","120519","poll","1/18 - 1/22","","694 RV","","",Biden,,+10.0,#009900,2019-01-23 12:07:08,"https://morningconsult.com/wp-content/uploads/2019/01/190140_crosstabs_POLITICO_RVs_v1_AP-3.pdf",2019-01-18,2019-01-22,"1","Biden","","+10.0","#009900",26,16.0, 6, 2,NA, 2, 9, 6,NA,NA, 4,NA,NA,NA,NA, 2,NA,NA,NA,NA,NA,NA, 2,NA,NA,NA,NA,NA, 1,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"258",NA,"Emerson*","120495","poll","1/20 - 1/21","","355 LV","5.2","",Biden,,+37.0,#009900,2019-04-10 15:33:53,"https://www.emerson.edu/news-events/emerson-college-today/voters-split-trumps-offer-temporary-relief-dreamers-oppose-amnesty-warren-leads-among-announced-2020-democratic-candidates#.XEebOlxKhhE",2019-01-20,2019-01-21,"1","Biden","","+37.0","#009900",45, 5.0, 3, 7,NA, 1, 3, 3,NA, 2, 8,NA,NA,NA,NA, 8,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA, 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Harris Insights & Analytics","Harvard-Harris","121454","poll","1/15 - 1/16","","479 RV","","",Biden,,+2.0,#009900,2019-04-10 09:01:09,"https://harvardharrispoll.com/wp-content/uploads/2019/01/Jan2019_HHP_registeredvoters_topline.pdf",2019-01-15,2019-01-16,"1","Biden","","+2.0","#009900",23,21.0, 4, 5,NA,NA, 7, 8,NA, 2, 3,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA, 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,169,"yes","no","Online","no", 0.8, 0.9,"C+","R +1.3","83%","49%",5.1,3.5, 1.8, 0.8, 0.6, 0.9,169,"R +1.5","R +1.3","D +0.7",4.0,0.00
"62","Harris Insights & Analytics","Harvard-Harris","120510","poll","1/15 - 1/16","","488 RV","","",Biden,,+11.0,#009900,2019-02-12 09:22:09,"https://harvardharrispoll.com/wp-content/uploads/2019/01/Jan2019_HHP_registeredvoters_topline.pdf",2019-01-15,2019-01-16,"1","Biden","","+11.0","#009900",24,13.0, 5, 5,NA,NA, 4, 9,NA, 1, 2,NA,NA,NA,NA, 2,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,10,NA,133,169,"yes","no","Online","no", 0.8, 0.9,"C+","R +1.3","83%","49%",5.1,3.5, 1.8, 0.8, 0.6, 0.9,169,"R +1.5","R +1.3","D +0.7",4.0,0.00
"135","Morning Consult","Politico/Morning Consult","120520","poll","1/11 - 1/14","","674 RV","","",Biden,,+17.0,#009900,2019-01-23 12:51:31,"https://morningconsult.com/wp-content/uploads/2019/01/190125_crosstabs_POLITICO_RVs_v1_DK.pdf",2019-01-11,2019-01-14,"1","Biden","","+17.0","#009900",32,15.0, 9, 1,NA, 1, 6, 8,NA,NA, 2,NA,NA,NA,NA, 0,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA, 1,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"168","Morning Consult","Politico/Morning Consult","120521","poll","1/4 - 1/6","","674 RV","","",Biden,,+11.0,#009900,2019-01-23 12:54:47,"https://www.politico.com/f/?id=00000168-2f52-db11-ab7d-3ffb937f0002",2019-01-04,2019-01-06,"1","Biden","","+11.0","#009900",27,16.0, 4, 1,NA, 2, 3, 7,NA,NA, 3,NA,NA,NA,NA, 0,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA, 1,NA,12,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"167","Morning Consult","Politico/Morning Consult","120522","poll","12/14 - 12/16","","706 RV","","",Biden,,+10.0,#009900,2019-01-23 12:57:31,"https://www.politico.com/f/?id=00000167-c362-df35-adef-df67efa30000",2018-12-14,2018-12-16,"1","Biden","","+10.0","#009900",25,15.0, 3, 2,NA, 1, 3, 8,NA,NA, 3,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA, 1,NA,13,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"16","CNN/Opinion Research Corp.","CNN","120211","poll","12/6 - 12/9","","463 RV","5.6","",Biden,,+16.0,#009900,2018-12-15 13:18:18,"https://www.cnn.com/2018/12/14/politics/cnn-poll-2020-democrats-beto-orourke-rising/index.html",2018-12-06,2018-12-09,"1","Biden","","+16.0","#009900",30,14.0, 3, 3,NA,NA, 4, 9,NA,NA, 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA, 37, 98,"yes","yes","Live","no",-0.2,-0.1,"B+","D +0.1","72%","24%",5.4,6.0,-0.4,-0.2,-0.2,-0.1, 70,"D +0.1","D +0.1","D +0.2",4.6,0.20
"31","Emerson College","Emerson","120209","poll","12/6 - 12/9","","320 LV","","",Biden,,+4.0,#009900,2019-01-23 12:08:12,"https://www.emerson.edu/news-events/emerson-college-today/emerson-college-national-poll-trumps-disapproval-matches-all-time-low-americans-are-optimistic-about-new-year-despite-belt#.XBGFEmhKhhE",2018-12-06,2018-12-09,"1","Biden","","+4.0","#009900",26,22.0, 7,NA,NA,NA, 9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 88,142,"yes","no","IVR/Online","no",-1.1,-0.5,"A-","R +0.0","81%","18%",5.0,6.1,-0.9,-1.1,-1.0,-0.5,113,"R +0.0","R +0.0","R +1.4",4.8,0.23
"60","Harris Insights & Analytics","Harvard-Harris","120210","poll","11/25 - 11/26","","473 RV","","",Biden,,+10.0,#009900,2018-12-15 13:15:16,"https://harvardharrispoll.com/wp-content/uploads/2018/12/HHP_November2018_RegisteredVoters-Topline.pdf",2018-11-25,2018-11-26,"1","Biden","","+10.0","#009900",25,15.0, 4, 2,NA,NA, 2, 9,NA,NA, 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,133,169,"yes","no","Online","no", 0.8, 0.9,"C+","R +1.3","83%","49%",5.1,3.5, 1.8, 0.8, 0.6, 0.9,169,"R +1.5","R +1.3","D +0.7",4.0,0.00
"61","Harris Insights & Analytics","Harvard-Harris","121453","poll","11/25 - 11/26","","449 RV","","",Biden,,+7.0,#009900,2019-04-10 08:57:02,"https://harvardharrispoll.com/wp-content/uploads/2018/12/HHP_November2018_RegisteredVoters-Topline.pdf",2018-11-25,2018-11-26,"1","Biden","","+7.0","#009900",28,21.0, 5, 4,NA,NA, 3, 7,NA,NA, 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,169,"yes","no","Online","no", 0.8, 0.9,"C+","R +1.3","83%","49%",5.1,3.5, 1.8, 0.8, 0.6, 0.9,169,"R +1.5","R +1.3","D +0.7",4.0,0.00
"138","Morning Consult","Politico/Morning Consult","120523","poll","11/7 - 11/9","","733 RV","","",Biden,,+7.0,#009900,2019-01-23 13:00:17,"https://www.politico.com/f/?id=00000167-0956-def8-a56f-89d6b72d0001",2018-11-07,2018-11-09,"1","Biden","","+7.0","#009900",26,19.0, 5, 2,NA, 1, 4, 8,NA,NA, 3,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA, 1,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"10","CNN/Opinion Research Corp.","CNN","120212","poll","10/4 - 10/7","","464 RV","5.5","",Biden,,+20.0,#009900,2018-12-15 13:24:19,"https://www.cnn.com/2018/10/14/politics/cnn-poll-trump-biden-bernie-sanders-2020",2018-10-04,2018-10-07,"1","Biden","","+20.0","#009900",33,13.0, 8, 4,NA, 1, 9, 4,NA,NA, 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA, 37, 98,"yes","yes","Live","no",-0.2,-0.1,"B+","D +0.1","72%","24%",5.4,6.0,-0.4,-0.2,-0.2,-0.1, 70,"D +0.1","D +0.1","D +0.2",4.6,0.20
